trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
2_GB_westbound_T08,09:15:56,09:15:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T08,09:19:16,09:19:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T08,09:20:54,09:20:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T08,09:25:00,09:25:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T08,09:45:00,09:45:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T09,10:15:00,10:15:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T09,10:15:56,10:15:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T09,10:19:16,10:19:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T09,10:20:54,10:20:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T09,10:25:00,10:25:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T09,10:45:00,10:45:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T10,11:15:00,11:15:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T10,11:15:56,11:15:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T10,11:19:16,11:19:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T10,11:20:54,11:20:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T10,11:25:00,11:25:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T10,11:45:00,11:45:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T11,12:15:00,12:15:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T11,12:15:56,12:15:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T11,12:19:16,12:19:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T11,12:20:54,12:20:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T11,12:25:00,12:25:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T11,12:45:00,12:45:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T12,13:15:00,13:15:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T12,13:15:56,13:15:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T12,13:19:16,13:19:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T12,13:20:54,13:20:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T12,13:25:00,13:25:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T12,13:45:00,13:45:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T13,14:15:00,14:15:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T13,14:15:56,14:15:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T13,14:19:16,14:19:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T13,14:20:54,14:20:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T13,14:25:00,14:25:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T13,14:45:00,14:45:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T14,15:15:00,15:15:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T14,15:15:56,15:15:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T14,15:19:16,15:19:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T14,15:20:54,15:20:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T14,15:25:00,15:25:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T14,15:45:00,15:45:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T15,15:45:00,15:45:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T15,15:45:56,15:45:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T15,15:49:16,15:49:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T15,15:50:54,15:50:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T15,15:55:00,15:55:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T15,16:15:00,16:15:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T16,16:15:00,16:15:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T16,16:15:56,16:15:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T16,16:19:16,16:19:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T16,16:20:54,16:20:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T16,16:25:00,16:25:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T16,16:45:00,16:45:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T17,16:45:00,16:45:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T17,16:45:56,16:45:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T17,16:49:16,16:49:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T17,16:50:54,16:50:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T17,16:55:00,16:55:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T17,17:15:00,17:15:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T18,17:15:00,17:15:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T18,17:15:56,17:15:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T18,17:19:16,17:19:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T18,17:20:54,17:20:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T18,17:25:00,17:25:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T18,17:45:00,17:45:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T19,17:45:00,17:45:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T19,17:45:56,17:45:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T19,17:49:16,17:49:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T19,17:50:54,17:50:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T19,17:55:00,17:55:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T19,18:15:00,18:15:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T20,18:15:00,18:15:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T20,18:15:56,18:15:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T20,18:19:16,18:19:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T20,18:20:54,18:20:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T20,18:25:00,18:25:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T20,18:45:00,18:45:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T21,18:45:00,18:45:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T21,18:45:56,18:45:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T21,18:49:16,18:49:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T21,18:50:54,18:50:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T21,18:55:00,18:55:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T21,19:15:00,19:15:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T22,19:45:00,19:45:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T22,19:45:56,19:45:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T22,19:49:16,19:49:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T22,19:50:54,19:50:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T22,19:55:00,19:55:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T22,20:15:00,20:15:00,7986283,6,,,,,,22.785,1
2_GB_westbound_T23,20:45:00,20:45:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_T23,20:45:56,20:45:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_T23,20:49:16,20:49:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_T23,20:50:54,20:50:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_T23,20:55:00,20:55:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_T23,21:15:00,21:15:00,7986283,6,,,,,,22.785,1
2_GB_eastbound_T01,06:15:00,06:15:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T01,06:23:00,06:23:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T01,06:33:11,06:33:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T01,06:36:41,06:36:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T01,06:42:34,06:42:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T01,06:43:20,06:43:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T01,06:45:00,06:45:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T02,06:45:00,06:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T02,06:53:00,06:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T02,07:03:11,07:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T02,07:06:41,07:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T02,07:12:34,07:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T02,07:13:20,07:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T02,07:15:00,07:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T03,07:15:00,07:15:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T03,07:23:00,07:23:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T03,07:33:11,07:33:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T03,07:36:41,07:36:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T03,07:42:34,07:42:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T03,07:43:20,07:43:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T03,07:45:00,07:45:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T04,07:45:00,07:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T04,07:53:00,07:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T04,08:03:11,08:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T04,08:06:41,08:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T04,08:12:34,08:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T04,08:13:20,08:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T04,08:15:00,08:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T05,08:15:00,08:15:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T05,08:23:00,08:23:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T05,08:33:11,08:33:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T05,08:36:41,08:36:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T05,08:42:34,08:42:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T05,08:43:20,08:43:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T05,08:45:00,08:45:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T06,08:45:00,08:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T06,08:53:00,08:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T06,09:03:11,09:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T06,09:06:41,09:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T06,09:12:34,09:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T06,09:13:20,09:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T06,09:15:00,09:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T07,09:15:00,09:15:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T07,09:23:00,09:23:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T07,09:33:11,09:33:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T07,09:36:41,09:36:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T07,09:42:34,09:42:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T07,09:43:20,09:43:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T07,09:45:00,09:45:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T08,09:45:00,09:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T08,09:53:00,09:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T08,10:03:11,10:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T08,10:06:41,10:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T08,10:12:34,10:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T08,10:13:20,10:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T08,10:15:00,10:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T09,10:45:00,10:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T09,10:53:00,10:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T09,11:03:11,11:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T09,11:06:41,11:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T09,11:12:34,11:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T09,11:13:20,11:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T09,11:15:00,11:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T10,11:45:00,11:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T10,11:53:00,11:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T10,12:03:11,12:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T10,12:06:41,12:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T10,12:12:34,12:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T10,12:13:20,12:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T10,12:15:00,12:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T11,12:45:00,12:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T11,12:53:00,12:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T11,13:03:11,13:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T11,13:06:41,13:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T11,13:12:34,13:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T11,13:13:20,13:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T11,13:15:00,13:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T12,13:45:00,13:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T12,13:53:00,13:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T12,14:03:11,14:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T12,14:06:41,14:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T12,14:12:34,14:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T12,14:13:20,14:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T12,14:15:00,14:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T13,14:45:00,14:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T13,14:53:00,14:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T13,15:03:11,15:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T13,15:06:41,15:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T13,15:12:34,15:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T13,15:13:20,15:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T13,15:15:00,15:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T14,15:45:00,15:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T14,15:53:00,15:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T14,16:03:11,16:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T14,16:06:41,16:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T14,16:12:34,16:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T14,16:13:20,16:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T14,16:15:00,16:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T15,16:15:00,16:15:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T15,16:23:00,16:23:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T15,16:33:11,16:33:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T15,16:36:41,16:36:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T15,16:42:34,16:42:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T15,16:43:20,16:43:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T15,16:45:00,16:45:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T16,16:45:00,16:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T16,16:53:00,16:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T16,17:03:11,17:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T16,17:06:41,17:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T16,17:12:34,17:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T16,17:13:20,17:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T16,17:15:00,17:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T17,17:15:00,17:15:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T17,17:23:00,17:23:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T17,17:33:11,17:33:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T17,17:36:41,17:36:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T17,17:42:34,17:42:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T17,17:43:20,17:43:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T17,17:45:00,17:45:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T18,17:45:00,17:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T18,17:53:00,17:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T18,18:03:11,18:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T18,18:06:41,18:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T18,18:12:34,18:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T18,18:13:20,18:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T18,18:15:00,18:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T19,18:15:00,18:15:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T19,18:23:00,18:23:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T19,18:33:11,18:33:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T19,18:36:41,18:36:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T19,18:42:34,18:42:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T19,18:43:20,18:43:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T19,18:45:00,18:45:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T20,18:45:00,18:45:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T20,18:53:00,18:53:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T20,19:03:11,19:03:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T20,19:06:41,19:06:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T20,19:12:34,19:12:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T20,19:13:20,19:13:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T20,19:15:00,19:15:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T21,19:15:00,19:15:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T21,19:23:00,19:23:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T21,19:33:11,19:33:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T21,19:36:41,19:36:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T21,19:42:34,19:42:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T21,19:43:20,19:43:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T21,19:45:00,19:45:00,7985844,7,,,,,,24.577,1
2_GB_eastbound_T22,20:15:00,20:15:00,7986283,1,Four Seasons,,,,,0,1
2_GB_eastbound_T22,20:23:00,20:23:00,7986282,2,Freeman Mill & Coliseum,,,,,15.817,1
2_GB_eastbound_T22,20:33:11,20:33:11,7986780,3,Freeman Mill & Florida,,,,,19.875,0
2_GB_eastbound_T22,20:36:41,20:36:41,7986777,4,W Washington & Blandwood,,,,,21.264,0
2_GB_eastbound_T22,20:42:34,20:42:34,7986778,5,W Washington & Greene,,,,,23.61,0
2_GB_eastbound_T22,20:43:20,20:43:20,7986779,6,Greensboro Depot (Slip 17),,,,,23.916,0
2_GB_eastbound_T22,20:45:00,20:45:00,7985844,7,,,,,,24.577,1
2_Last_GB_eastbound_T01,21:15:00,21:15:00,7986283,1,Four Seasons,,,,,0,1
2_Last_GB_eastbound_T01,21:23:00,21:23:00,7986282,2,Freeman Mill & Coliseum,1,,,,15.817,1
2_Last_GB_eastbound_T01,21:33:11,21:33:11,7986780,3,Freeman Mill & Florida,1,,,,19.875,0
2_Last_GB_eastbound_T01,21:36:41,21:36:41,7986777,4,W Washington & Blandwood,1,,,,21.264,0
2_Last_GB_eastbound_T01,21:42:34,21:42:34,7986778,5,W Washington & Greene,1,,,,23.61,0
2_Last_GB_eastbound_T01,21:43:20,21:43:20,7986779,6,Greensboro Depot (Slip 17),1,,,,23.916,0
2_Last_GB_eastbound_T01,21:45:00,21:45:00,7985844,7,,1,,,,24.577,1
2_GB_westbound_Sat_T01,06:45:00,06:45:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_Sat_T01,06:45:56,06:45:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_Sat_T01,06:49:16,06:49:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_Sat_T01,06:50:54,06:50:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_Sat_T01,06:55:00,06:55:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_Sat_T01,07:15:00,07:15:00,7986283,6,,,,,,22.785,1
2_GB_westbound_Sat_T02,07:45:00,07:45:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_Sat_T02,07:45:56,07:45:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_Sat_T02,07:49:16,07:49:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_Sat_T02,07:50:54,07:50:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_Sat_T02,07:55:00,07:55:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_Sat_T02,08:15:00,08:15:00,7986283,6,,,,,,22.785,1
2_GB_westbound_Sat_T03,08:45:00,08:45:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_Sat_T03,08:45:56,08:45:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
2_GB_westbound_Sat_T03,08:49:16,08:49:16,7986280,3,Freeman Mill & Lovett,,,,,3.292,0
2_GB_westbound_Sat_T03,08:50:54,08:50:54,7986281,4,Four Seasons,,,,,4.565,0
2_GB_westbound_Sat_T03,08:55:00,08:55:00,7986282,5,Coble Transportation Center (A2),,,,,7.727,1
2_GB_westbound_Sat_T03,09:15:00,09:15:00,7986283,6,,,,,,22.785,1
2_GB_westbound_Sat_T04,09:45:00,09:45:00,7985844,1,W Washington & Eugene St,,,,,0,1
2_GB_westbound_Sat_T04,09:45:56,09:45:56,7986279,2,Freeman Mill & Florida,,,,,0.717,0
