route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
17,MF,17_KV_eastbound_T09,Coble Transportation Center,0,1704,A17WStoCTC,1,1
17,MF,17_KV_eastbound_T10,Coble Transportation Center,0,1703,A17WStoCTC,1,1
17,MF,17_Last_KV_eastbound_T01,Coble Transportation Center,0,1704,C17WStoCTCnoVET,1,1
74,MF,74_Westbound_first_half_T01,Novant Forsyth Medical Center,1,7401,A74HPtoWS,1,1
74,MF,74_Westbound_first_half_T02,Novant Forsyth Medical Center,1,7402,A74HPtoWS,1,1
74,MF,74_Westbound_first_half_T03,Novant Forsyth Medical Center,1,7401,A74HPtoWS,1,1
74,MF,74_Westbound_first_half_T04,Novant Forsyth Medical Center,1,7402,A74HPtoWS,1,1
74,MF,74_Westbound_first_half_T05,Novant Forsyth Medical Center,1,7401,A74HPtoWS,1,1
74,MF,74_Westbound_first_half_T06,Novant Forsyth Medical Center,1,7402,A74HPtoWS,1,1
74,MF,74_Westbound_first_half_T07,Novant Forsyth Medical Center,1,7401,A74HPtoWS,1,1
74,MF,74_Westbound_first_half_T08,Novant Forsyth Medical Center,1,7402,A74HPtoWS,1,1
74,MF,74_Westbound_second_half_T01,Novant Forsyth Medical Center,1,7405,B74HPtoWS,1,1
74,MF,74_Westbound_second_half_T02,Novant Forsyth Medical Center,1,7404,B74HPtoWS,1,1
74,MF,74_Westbound_second_half_T03,Novant Forsyth Medical Center,1,7405,B74HPtoWS,1,1
74,MF,74_Westbound_second_half_T04,Novant Forsyth Medical Center,1,7404,B74HPtoWS,1,1
74,MF,74_Westbound_second_half_T05,Novant Forsyth Medical Center,1,7405,B74HPtoWS,1,1
74,MF,74_Westbound_second_half_T06,Novant Forsyth Medical Center,1,7404,B74HPtoWS,1,1
74,MF,74_Last_two_Westbound_T01,Winston-Salem Transportation Center,1,7405,C74HPtoWS,1,1
74,MF,74_Last_two_Westbound_T02,Winston-Salem Transportation Center,1,7404,C74HPtoWS,1,1
74,MF,74_Eastbound_first_trip_T01,High Point Terminal (Outer Slip),0,7402,C74WStoHP,1,1
74,MF,74_Eastbound_first_half_T01,High Point Terminal (Outer Slip),0,7401,A74WStoHP,1,1
