shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
" 121775",35.37504,-83.21572,200
" 121775",35.37506,-83.21564,201
" 121775",35.37507,-83.21544,202
" 121775",35.37507,-83.21536,203
" 121775",35.37506,-83.21525,204
" 121775",35.37505,-83.21517,205
" 121775",35.37503,-83.21506,206
" 121775",35.37497,-83.21479,207
" 121775",35.37496,-83.21476,208
" 121775",35.37494,-83.21465,209
" 121775",35.3749,-83.21451,210
" 121775",35.37483,-83.21419,211
" 121775",35.37474,-83.21381,212
" 121775",35.37463,-83.21338,213
" 121775",35.3751,-83.21323,214
" 121775",35.37517,-83.21321,215
" 121775",35.37546,-83.21313,216
" 121775",35.37616,-83.21294,217
" 121775",35.37652,-83.21282,218
" 121775",35.37682,-83.21271,219
" 121775",35.37696,-83.21264,220
" 121775",35.37706,-83.21259,221
" 121775",35.37719,-83.21251,222
" 121775",35.37736,-83.21241,223
" 121775",35.37753,-83.21228,224
" 121775",35.37798,-83.21241,225
" 121775",35.37832,-83.21248,226
" 121775",35.37842,-83.2125,227
" 121775",35.37872,-83.21256,228
" 121775",35.3794,-83.21284,229
" 121775",35.37933,-83.21326,230
" 121775",35.37943,-83.21423,231
" 121775",35.37949,-83.21486,232
" 121775",35.37959,-83.21552,233
" 121775",35.37975,-83.21623,234
" 121775",35.38111,-83.21545,235
" 121775",35.38194,-83.21497,236
" 121775",35.3822,-83.21483,237
" 121775",35.38237,-83.21477,238
" 121775",35.38264,-83.21472,239
" 121775",35.38275,-83.2147,240
" 121775",35.3836,-83.21459,241
" 121775",35.38458,-83.21442,242
" 121775",35.38463,-83.2144,243
" 121775",35.38472,-83.21435,244
" 121775",35.38481,-83.21432,245
" 121775",35.38493,-83.21426,246
" 121775",35.38496,-83.21425,247
" 121775",35.38516,-83.21414,248
" 121775",35.38522,-83.21409,249
" 121775",35.38541,-83.21395,250
" 121775",35.38555,-83.21383,251
" 121775",35.38569,-83.2137,252
" 121775",35.38605,-83.2133,253
" 121775",35.38643,-83.2126,254
" 121775",35.38652,-83.21243,255
" 121775",35.38676,-83.21191,256
" 121775",35.38691,-83.21161,257
" 121775",35.387,-83.21145,258
" 121775",35.38707,-83.21131,259
" 121775",35.38743,-83.21055,260
" 121775",35.38792,-83.20961,261
" 121775",35.38836,-83.20876,262
" 121775",35.38871,-83.20801,263
" 121775",35.38889,-83.20767,264
" 121775",35.38933,-83.20681,265
" 121775",35.38971,-83.20611,266
" 121775",35.38965,-83.20608,267
" 121775",35.38954,-83.20603,268
" 121775",35.38949,-83.206,269
" 121775",35.38936,-83.2059,270
" 121775",35.38918,-83.20577,271
" 121775",35.38889,-83.20555,272
" 121775",35.38818,-83.20497,273
" 121775",35.38777,-83.20464,274
" 121775",35.38748,-83.2044,275
" 121775",35.38733,-83.2043,276
" 121775",35.38703,-83.2041,277
" 121775",35.38686,-83.2041,278
" 121775",35.38676,-83.20415,279
" 121775",35.38668,-83.20424,280
" 121775",35.38659,-83.20441,281
" 121775",35.38652,-83.20451,282
" 121775",35.38645,-83.20459,283
" 121775",35.38642,-83.20462,284
" 121775",35.3864,-83.20463,285
" 121775",35.38635,-83.20466,286
" 121775",35.38625,-83.20467,287
" 121775",35.38615,-83.20468,288
" 121775",35.386,-83.20465,289
" 121775",35.38589,-83.20462,290
" 121775",35.38578,-83.20459,291
" 121775",35.3857,-83.20456,292
" 121775",35.38563,-83.20453,293
" 121775",35.38559,-83.2045,294
" 121775",35.38554,-83.20446,295
" 121775",35.3855,-83.20443,296
" 121775",35.38546,-83.2044,297
" 121775",35.38523,-83.2041,298
" 121775",35.38511,-83.20393,299
" 121775",35.38486,-83.20356,300
" 121775",35.38458,-83.20313,301
" 121775",35.38452,-83.20305,302
" 121775",35.3845,-83.20304,303
" 121775",35.38446,-83.203,304
" 121775",35.38437,-83.20294,305
" 121775",35.38433,-83.20292,306
" 121775",35.38439,-83.20272,307
" 121775",35.38442,-83.20267,308
" 121775",35.38449,-83.20256,309
" 121775",35.38464,-83.20234,310
" 121775",35.38494,-83.20169,311
" 121775",35.38517,-83.20187,312
" 121775",35.38518,-83.20188,313
" 121775",35.38519,-83.2019,314
" 121775",35.3852,-83.20193,315
" 121775",35.38521,-83.20196,316
" 121775",35.3853,-83.20202,317
" 121775",35.38547,-83.20215,318
" 121775",35.38554,-83.20196,319
" 121775",35.38561,-83.202,320
" 121775",35.38599,-83.20222,321
" 121775",35.38592,-83.20242,322
" 121775",35.3859,-83.20243,323
" 121775",35.38588,-83.20244,324
" 121775",35.38586,-83.20244,325
" 121775",35.38584,-83.20243,326
" 121775",35.38547,-83.20215,327
" 121775",35.3853,-83.20203,328
" 121775",35.38521,-83.20196,329
" 121775",35.3852,-83.20193,330
" 121775",35.38519,-83.2019,331
" 121775",35.38518,-83.20188,332
" 121775",35.38517,-83.20187,333
" 121775",35.38508,-83.2018,334
" 121775",35.38496,-83.2017,335
" 121775",35.38494,-83.20169,336
" 121775",35.38482,-83.20194,337
" 121775",35.38459,-83.20244,338
